- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.713070
4,0.722330
8,0.735460
16,0.750280
32,0.764980
64,0.753660
128,0.733010
256,0.698140
512,0.634540
