- Algoritmo = Random
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.20000000298023224

Tamanho_Bloco,Taxa_Acerto
2,0.455810
4,0.467020
8,0.486990
16,0.516520
32,0.541390
64,0.536310
128,0.521490
256,0.493870
512,0.461470
