- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.709970
4,0.726610
8,0.730870
16,0.750580
32,0.760720
64,0.755660
128,0.733770
256,0.695820
512,0.633190
