- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.714820
4,0.721010
8,0.734120
16,0.750950
32,0.761110
64,0.752960
128,0.732720
256,0.700890
512,0.632440
