- Algoritmo = Random
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.714400
4,0.725120
8,0.734810
16,0.752130
32,0.765600
64,0.754540
128,0.734370
256,0.696970
512,0.631890
