- Algoritmo = LRU
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.0
- P_espa = 0.0
- P_reg_quente = 0.0

Tamanho_Bloco,Taxa_Acerto
2,0.006190
4,0.006850
8,0.007230
16,0.007630
32,0.007800
64,0.007580
128,0.008110
256,0.007630
512,0.008000
