- Algoritmo = LRU
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.716140
4,0.731470
8,0.745290
16,0.759800
32,0.782280
64,0.784300
128,0.779740
256,0.758630
512,0.685830
