- Algoritmo = LRU
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.10000000149011612
- P_espa = 0.10000000149011612
- P_reg_quente = 0.10000000149011612

Tamanho_Bloco,Taxa_Acerto
2,0.211570
4,0.221140
8,0.232870
16,0.255560
32,0.271300
64,0.262770
128,0.248590
256,0.232850
512,0.222280
