- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.711700
4,0.724680
8,0.737940
16,0.752430
32,0.763780
64,0.756480
128,0.735200
256,0.698270
512,0.630570
