- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.713970
4,0.716300
8,0.733230
16,0.751190
32,0.763280
64,0.754470
128,0.730330
256,0.697660
512,0.631020
