- Algoritmo = LRU
- Associatividade = 4
- Acessos = 10000
- Cache = 8192
- P_tem = 0.4000000059604645
- P_espa = 0.4000000059604645
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.797400
4,0.822400
8,0.849010
16,0.881060
32,0.899070
64,0.893020
128,0.885890
256,0.883330
512,0.886680
