- Algoritmo = LRU
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.717820
4,0.731800
8,0.746660
16,0.764260
32,0.779400
64,0.785550
128,0.781340
256,0.756700
512,0.688600
