- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.713510
4,0.721400
8,0.733230
16,0.750580
32,0.762550
64,0.753180
128,0.733340
256,0.697000
512,0.631310
