- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.10000000149011612
- P_espa = 0.10000000149011612
- P_reg_quente = 0.10000000149011612

Tamanho_Bloco,Taxa_Acerto
2,0.205660
4,0.215930
8,0.224850
16,0.238650
32,0.252480
64,0.250480
128,0.239460
256,0.227640
512,0.219010
