- Algoritmo = LRU
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.718380
4,0.732610
8,0.745340
16,0.760970
32,0.782150
64,0.783900
128,0.778280
256,0.759430
512,0.688670
