- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.713900
4,0.723230
8,0.732770
16,0.750280
32,0.764380
64,0.753650
128,0.735050
256,0.696890
512,0.631360
