- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.710980
4,0.721110
8,0.731600
16,0.749920
32,0.764750
64,0.754120
128,0.734630
256,0.697080
512,0.634510
