- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.711050
4,0.723410
8,0.733170
16,0.753550
32,0.764880
64,0.758040
128,0.732690
256,0.698600
512,0.634090
