- Algoritmo = Random
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.0
- P_espa = 0.9990000128746033
- P_reg_quente = 0.0

Tamanho_Bloco,Taxa_Acerto
2,0.817900
4,0.893300
8,0.950780
16,0.970850
32,0.984530
64,0.992120
128,0.995460
256,0.996800
512,0.997860
