- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.716800
4,0.719080
8,0.733750
16,0.751290
32,0.763500
64,0.750710
128,0.734780
256,0.697070
512,0.632150
