- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.715520
4,0.725180
8,0.733650
16,0.751000
32,0.764080
64,0.755630
128,0.733190
256,0.698350
512,0.631240
