- Algoritmo = LFU
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.716800
4,0.731430
8,0.745420
16,0.765500
32,0.786270
64,0.793880
128,0.792300
256,0.789580
512,0.772480
