- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.712800
4,0.719490
8,0.736980
16,0.751040
32,0.763660
64,0.756880
128,0.728650
256,0.696740
512,0.633580
