- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.711440
4,0.720420
8,0.732380
16,0.752100
32,0.763080
64,0.753390
128,0.734280
256,0.696870
512,0.630380
