- Algoritmo = Random
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.715830
4,0.724530
8,0.737700
16,0.750480
32,0.762850
64,0.756530
128,0.732590
256,0.698660
512,0.632970
