- Algoritmo = Random
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.20000000298023224

Tamanho_Bloco,Taxa_Acerto
2,0.450940
4,0.468100
8,0.485420
16,0.517780
32,0.540900
64,0.536810
128,0.515040
256,0.492160
512,0.462530
