- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.712270
4,0.721120
8,0.732030
16,0.748510
32,0.760910
64,0.753710
128,0.733680
256,0.695390
512,0.629550
