- Algoritmo = FIFO
- Associatividade = 4
- Acessos = 10000
- Cache = 8192
- P_tem = 0.9000000953674316
- P_espa = 0.9000000953674316
- P_reg_quente = 0.9000000953674316

Tamanho_Bloco,Taxa_Acerto
2,0.983310
4,0.989080
8,0.994300
16,0.996950
32,0.998490
64,0.999160
128,0.999590
256,0.999700
512,0.999830
