- Algoritmo = Random
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.30000001192092896
- P_espa = 0.30000001192092896
- P_reg_quente = 0.30000001192092896

Tamanho_Bloco,Taxa_Acerto
2,0.805600
4,0.818580
8,0.834720
16,0.853890
32,0.867610
64,0.869540
128,0.857250
256,0.832840
512,0.774930
