- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.712530
4,0.718960
8,0.736290
16,0.751070
32,0.762670
64,0.755760
128,0.737360
256,0.695260
512,0.634980
