- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.714770
4,0.719260
8,0.733240
16,0.751110
32,0.763720
64,0.753420
128,0.734820
256,0.695660
512,0.629640
