- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.713640
4,0.723180
8,0.734610
16,0.751330
32,0.762230
64,0.752870
128,0.731370
256,0.698830
512,0.631260
