- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.0
- P_espa = 0.9990000128746033
- P_reg_quente = 0.0

Tamanho_Bloco,Taxa_Acerto
2,0.804490
4,0.891620
8,0.950390
16,0.970850
32,0.985440
64,0.992370
128,0.995000
256,0.997200
512,0.998130
