- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.715860
4,0.723620
8,0.733660
16,0.751390
32,0.763580
64,0.755750
128,0.732740
256,0.695980
512,0.633030
