- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.10000000149011612
- P_espa = 0.10000000149011612
- P_reg_quente = 0.800000011920929

Tamanho_Bloco,Taxa_Acerto
2,0.981730
4,0.989950
8,0.994220
16,0.996550
32,0.998090
64,0.998150
128,0.998280
256,0.998280
512,0.989010
