- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.4000000059604645

Tamanho_Bloco,Taxa_Acerto
2,0.711520
4,0.723270
8,0.732720
16,0.749630
32,0.762500
64,0.754130
128,0.732340
256,0.695640
512,0.633750
