- Algoritmo = FIFO
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.20000000298023224

Tamanho_Bloco,Taxa_Acerto
2,0.454890
4,0.468010
8,0.485080
16,0.515540
32,0.539540
64,0.535900
128,0.523170
256,0.494020
512,0.460560
