- Algoritmo = LRU
- Associatividade = 16
- Acessos = 10000
- Cache = 8192
- P_tem = 0.20000000298023224
- P_espa = 0.20000000298023224
- P_reg_quente = 0.20000000298023224

Tamanho_Bloco,Taxa_Acerto
2,0.455740
4,0.473290
8,0.498540
16,0.531460
32,0.561530
64,0.568170
128,0.548530
256,0.513910
512,0.479920
